"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"5910","27960","FNES 345 (3, 3)","Theories of Lifespan Develop","F","9:10 AM - 12:00 PM","Riina, Elizabeth","RE 310","19","20","In-Person",
"2830","27859","FNES 348 (3, 3)","Family and Comm Program Dev","T","8:30 AM - 11:20 AM","Robila, Mihaela","RE 310","20","22","In-Person",
"02","27892","FNES 353 (3, 3)","Fitness Assess &amp; Prescription","T, TH","1:40 PM - 2:55 PM","Thozhuthungal Balachandran, Anoop","FG 312","32","24","In-Person",
"001","29574","FNES 355 (3, 3)","Adv Strength &amp; Conditioning","M, W","3:10 PM - 4:25 PM","Mcfadden, Bridget"," ","25","24","In-Person",
"ASYN","27952","FNES 360 (3, 3)","Professional Develop &amp; Ethnics","&nbsp;"," - ","Robila, Mihaela","OL 02","28","30","Online Async",
"01","27954","FNES 361 (3, 3)","Sports Nutrition","M","5:00 PM - 7:50 PM",", ","OL 01","30","30","Online Sync",
"34LB","27860","FNES 365 (4, 3)","Nutrition Assessment","W","3:20 PM - 5:00 PM","Westfal, Sandi","RE 302","21","20","In-Person",
"3140","27861","FNES 365 (4, 3)","Nutrition Assessment","W","1:40 PM - 3:20 PM","Westfal, Sandi","RE 302","21","20","In-Person",
"1500","27881","FNES 368 (3, 3)","Life Cycle Nutrition","M","5:00 PM - 7:50 PM","Charny, Allison","RE 310","13","15","In-Person",
"01","27942","FNES 369 (3, 3)","Methods For Tch Sec Phyed","T, TH","7:45 AM - 9:00 AM","Figelman, Robin","FG 306","18","18","In-Person",
"02","27939","FNES 369 (3, 3)","Methods For Tch Sec Phyed","TH","4:35 PM - 7:05 PM","Ramirez, Diane","FG 306","1","10","In-Person",
"512P","27851","FNES 3712 (6, 2)","Field Work Institution Mgmt","F","12:15 PM - 1:30 PM","Weisbrot, Marie","RE 310","5","5","In-Person",
"512P","27856","FNES 3721 (3, 1)","Field Work in Nutrition","F","12:15 PM - 1:30 PM","Weisbrot, Marie","RE 310","0","5","In-Person",
"512P","27863","FNES 3761 (3, 1)","Field Work in the Community","F","12:15 PM - 1:30 PM","Weisbrot, Marie","RE 310","7","10","In-Person",
"512P","27895","FNES 3762 (6, 2)","Field Work in the Community","F","12:15 PM - 1:30 PM","Weisbrot, Marie","RE 310","7","12","In-Person",
"01","27914","FNES 377 (3, 3)","Internship in Exercise Sci I","TH","5:00 PM - 7:50 PM","Azzollini, Ann","FG 312","18","20","In-Person",
"01","27914","FNES 377 (3, 3)","Internship in Exercise Sci I","TH","5:00 PM - 7:50 PM","Hanson, Derek","FG 312","18","20","In-Person",
"4500","27894","FNES 378 (3, 3)","Quant Food Purch, Prod &amp; Equip","TH","5:00 PM - 7:50 PM","Choi, Jihee","RE 302","24","25","Hybrid Async",
"01","27891","FNES 379 (6, 6)","Std Tchg Phy Educ","F","5:00 PM - 6:30 PM","Figelman, Robin","FG 307","19","35","In-Person",
"01","27955","FNES 381 (5, 3)","Special Physical Education","F","9:10 AM - 12:00 PM","Hoover, Robert","FG 312","24","30","In-Person",
"001","27948","FNES 3943 (3, 3)","Research in Exercise Science","&nbsp;"," - ",", "," ","0","5","In-Person",
"1","27888","FNES 560 (3, 3)","Teaching Proc&amp;Assessment in PE","TH","4:35 PM - 7:05 PM","Lau, Kevin","FG 300N","9","20","In-Person",
"1","27897","FNES 561 (3, 3)","Meth Tchg EECE Phyed","M, W","6:30 PM - 7:45 PM","Kolb, Christopher","FG 306","2","5","In-Person",
"1","27872","FNES 562 (3, 3)","Sem Tchg Phys Ed","TH","4:35 PM - 7:05 PM","Ramirez, Diane","FG 306","12","12","In-Person",
"4435","29625","FNES 563 (4, 3)","Sem Tch Fam &amp; Consumer Sci","TH","4:35 PM - 8:25 PM","Barnaby, Jacqueline","OL 01","6","35","Online Sync",
"1","27841","FNES 573 (6, 6)","Student Teaching Physical Ed","F","5:00 PM - 6:30 PM","Figelman, Robin","FG 307","4","10","In-Person",
"2435","27941","FNES 637 (3, 3)","Contemp Edu Trends &amp; Effect","T","4:35 PM - 7:05 PM","Armoza, Fernanda","OL 01","5","10","Online Sync",
"1","27910","FNES 702 (3, 3)","Statistical Methods in FNES.","T","5:00 PM - 7:50 PM","Ha, Taemin","PH 212","18","28","In-Person",
"1","27893","FNES 705 (3, 3)","Research in Physical Education","M","4:35 PM - 7:05 PM","Bernstein, Eve","FG 312","7","12","Hybrid Sync",
"1","27930","FNES 711 (3, 3)","VT:Contemporary Issues in FNES","M","5:00 PM - 7:50 PM",", ","OL 01","0","5","Online Sync",
"1","27920","FNES 713 (3, 3)","Curriculum Development in PE","W","4:35 PM - 6:25 PM","Bernstein, Eve","FG 211A","9","12","In-Person",
"1","27957","FNES 717 (3, 3)","Geriatric Nutrition","M","5:00 PM - 7:50 PM","Westfal, Sandi","OL 01","1","12","Online Sync",
"1","27839","FNES 720 (3, 3)","Exercise Physiology","TH","6:30 PM - 9:20 PM","Thozhuthungal Balachandran, Anoop","FG 211A","5","12","In-Person",
"1","27854","FNES 726 (3, 3)","Intern In Adult Fit","TH","5:00 PM - 7:50 PM","Hanson, Derek","FG 312","1","5","In-Person",
"1","27854","FNES 726 (3, 3)","Intern In Adult Fit","TH","5:00 PM - 7:50 PM","Azzollini, Ann","FG 312","1","5","In-Person",
"1","27871","FNES 730 (3, 3)","Mech Anal Human Mvmt","W","7:15 PM - 9:45 PM","Hung, Yaching","FG 312","25","25","Hybrid Sync",
"1","27949","FNES 734 (3, 3)","PA, Hlth&amp; Exer Prescription II","M","5:00 PM - 7:50 PM","Quiles Gonzalez, Norberto","FG 211A","2","12","Hybrid Async",
"1","27848","FNES 740 (3, 3)","Motor Learning &amp; Performance","T","7:15 PM - 9:45 PM","Chinnan, Ashley","FG 312","19","25","Hybrid Sync",
"ASY1","29634","FNES 753 (3, 3)","Building Relations Classrooms","&nbsp;"," - ","Barnaby, Jacqueline","OL 02","9","10","Online Async",
"ASY2","29630","FNES 753 (3, 3)","Building Relations Classrooms","&nbsp;"," - ","Barnaby, Jacqueline","OL 02","9","10","Online Async",
"ASYN","29629","FNES 755 (3, 3)","Sustainability Practices","&nbsp;"," - ","Armoza, Fernanda","OL 02","8","15","Online Async",
"1","27956","FNES 763 (3, 3)","Nutritional Pathophysiology I","W","5:00 PM - 7:50 PM","Fischer, Victoria","RE 310","2","12","Hybrid Sync",
"1","27887","FNES 767 (3, 3)","Advanced Diet Therapy","T","5:00 PM - 7:50 PM","Westfal, Sandi","OL 01","5","10","Online Sync",
"1","27842","FNES 770 (3, 3)","Community Nutrition","&nbsp;"," - ","Jasti, Sunitha","OL 02","3","12","Online Async",
"1","27934","FNES 773 (6, 6)","Internship in Dietetics I, II","M","8:30 AM - 3:00 PM","Charny, Allison","RE 300","4","10","Hybrid Sync",
"4500","27840","FNES 775 (3, 3)","Adv Food Service Management","TH","5:00 PM - 7:50 PM","Choi, Jihee","RE 302","1","5","Hybrid Async",
"4500","27840","FNES 775 (3, 3)","Adv Food Service Management","TH","5:00 PM - 7:50 PM","Choi, Jihee","RE 302","1","5","Hybrid Async",
"ASYN","29628","FNES 782 (3, 3)","VT: Sem Family/Consumer Sci Ed","&nbsp;"," - ","Armoza, Fernanda","OL 02","5","15","Online Async",
"1","27835","FNES 7911 (1, 1)","Indep Study","&nbsp;"," - ",", ","OL 02","0","1","Online Async",
"1","27837","FNES 7912 (2, 2)","Indep Study","&nbsp;"," - ",", ","OL 02","0","1","Online Async",
"1","27838","FNES 7913 (3, 3)","Independent Study in FNES","&nbsp;"," - ",", "," ","0","1","In-Person",
"1","27882","FNES 797 (3, 3)","Res Proj in Nutr/Exercise Sci","&nbsp;"," - ","Choi, Jihee","OL 02","0","1","Online Async",
"2","54930","FNES 797 (3, 3)","Res Proj in Nutr/Exercise Sci","&nbsp;"," - ","Mcfadden, Bridget","OL 02","1","1","Online Async",
"001","29272","FREN 041W (3, 3)","French and Francophone Lit","T, TH","10:45 AM - 12:00 PM","Lekemo Ngatchi Epse Pawa, Blondie Natacha","OL 01","15","15","Online Sync",
"001","28262","FREN 045 (3, 3)","French and Francophone Culture","M, W","10:45 AM - 12:00 PM","Jones, David","QH 322","5","13","In-Person",
"001","28753","FREN 111 (4, 4)","Elementary French I","M, W","10:05 AM - 11:55 AM","Bouhayat, Souad","QH 245B","2","25","In-Person",
"006","28645","FREN 111 (4, 4)","Elementary French I","T, TH","10:05 AM - 11:55 AM",", ","QH 245B","5","25","In-Person",
"007","28644","FREN 111 (4, 4)","Elementary French I","T, TH","2:15 PM - 4:05 PM","Lekemo Ngatchi Epse Pawa, Blondie Natacha","QH 245B","6","25","In-Person",
"005","29270","FREN 111 (4, 4)","Elementary French I","T, TH","8:00 AM - 9:50 AM","Joseph, Regine","OL 01","8","25","Online Sync",
"004","29271","FREN 111 (4, 4)","Elementary French I","M, W","6:55 PM - 8:35 PM","Raymundo, Anne Marie","OL 01","15","25","Online Sync",
"003","28396","FREN 111 (4, 4)","Elementary French I","M, W","5:00 PM - 6:40 PM","Raymundo, Anne Marie","QH 179","5","25","In-Person",
"001","29083","FREN 112 (4, 4)","Elementary French II","T, TH","10:05 AM - 11:55 AM","Joseph, Regine","OL 01","6","20","Online Sync",
"001","29093","FREN 228 (3, 3)","Advanced Literary Analysis","T","5:00 PM - 6:50 PM","Joseph, Regine","OL 01","2","15","Online Mix",
"001","29079","FREN 730 (3, 3)","Studies in Francophone Lit","T","5:00 PM - 6:50 PM","Joseph, Regine","OL 01","1","5","Online Sync",
"1","28764","GEOL 008 (3, 3)","Introduction to Oceanography","M, W","10:45 AM - 12:00 PM","Stewart, Gillian","PH 113","6","40","In-Person",
"1","28713","GEOL 012 (3, 3)","Natural Disasters","M, W","1:40 PM - 2:55 PM","Mchugh, Cecilia","RE 105","3","30","In-Person",
"1","28937","GEOL 016 (3, 3)","Earthqk, Volc &amp; Moving Contin","M, W","10:45 AM - 12:00 PM","Longpre, Marc-Antoine","SB C203","6","40","In-Person",
"1","28838","GEOL 025 (3, 3)","Natural Resource and Environmt","S","9:10 AM - 12:00 PM","Villela Mafra Alves Da Silva, Renato","OL 01","41","60","Online Sync",
"1","29160","GEOL 064 (3, 3)","Planetary Geology","T, TH","3:10 PM - 4:25 PM","Laczniak, Dara","SB D135","5","30","In-Person",
"2","40257","GEOL 077 (3, 3)","Weather, Climate, &amp; Change","T, TH","9:15 AM - 10:30 AM","Yi, Chuixiang","SB B141","3","30","In-Person",
"1A","29075","GEOL 101 (6, 4)","Introduction to Planet Earth","M","9:10 AM - 12:00 PM",", ","SB D243","3","18","In-Person",
"1B","29074","GEOL 101 (6, 4)","Introduction to Planet Earth","W","9:10 AM - 12:00 PM",", ","SB D243","6","18","In-Person",
"1C","29073","GEOL 101 (6, 4)","Introduction to Planet Earth","W","3:10 PM - 6:00 PM",", ","SB D243","6","18","In-Person",
"1D","29072","GEOL 101 (6, 4)","Introduction to Planet Earth","M","5:00 PM - 7:50 PM",", ","SB D243","2","18","In-Person",
"2","29210","GEOL 101 (6, 4)","Introduction to Planet Earth","T, TH","12:15 PM - 1:30 PM","Laczniak, Dara","SB C207","25","72","In-Person",
"3A","29156","GEOL 101 (6, 4)","Introduction to Planet Earth","S","1:00 PM - 3:50 PM","Cortese, Franco","SB D243","7","18","In-Person",
"2A","29070","GEOL 101 (6, 4)","Introduction to Planet Earth","T","9:10 AM - 12:00 PM",", ","SB D243","4","18","In-Person",
"2B","29069","GEOL 101 (6, 4)","Introduction to Planet Earth","TH","9:10 AM - 12:00 PM",", ","SB D243","3","18","In-Person",
"2C","29068","GEOL 101 (6, 4)","Introduction to Planet Earth","T","1:40 PM - 4:30 PM",", ","SB D243","12","18","In-Person",
"2D","29067","GEOL 101 (6, 4)","Introduction to Planet Earth","TH","1:40 PM - 4:30 PM",", ","SB D243","6","18","In-Person",
"3","29157","GEOL 101 (6, 4)","Introduction to Planet Earth","S","9:10 AM - 12:00 PM","Cortese, Franco","SB D243","7","18","In-Person",
"1","29211","GEOL 101 (6, 4)","Introduction to Planet Earth","M, W","1:40 PM - 2:55 PM","Soule, Dax","SB C207","17","72","In-Person",
"1","28129","GEOL 102 (6, 4)","History of Earth and Life","TH","1:40 PM - 4:30 PM","Pekar, Stephen","SB D237","16","16","In-Person",
"1","28129","GEOL 102 (6, 4)","History of Earth and Life","T","1:40 PM - 4:30 PM","Pekar, Stephen","QH 250","16","16","In-Person",
"2","53633","GEOL 102 (6, 4)","History of Earth and Life","TH","10:45 AM - 1:30 PM","Pekar, Stephen","SB D237","6","16","In-Person",
"2","53633","GEOL 102 (6, 4)","History of Earth and Life","T","1:40 PM - 4:30 PM","Pekar, Stephen"," ","6","16","In-Person",
"1","27516","GEOL 200 (5, 3)","Methods in Geoscience","F","1:40 PM - 4:30 PM",", ","SB E227","20","20","In-Person",
"1","27516","GEOL 200 (5, 3)","Methods in Geoscience","F","1:40 PM - 4:30 PM","Val, Pedro","SB E231","20","20","In-Person",
"1","27516","GEOL 200 (5, 3)","Methods in Geoscience","F","10:05 AM - 11:55 AM","Val, Pedro","SB E231","20","20","In-Person",
"1","29182","GEOL 203 (5, 3)","Igneous and Metamorphic Rocks","M","1:40 PM - 3:30 PM","Longpre, Marc-Antoine","SB E231","8","16","In-Person",
"1","29182","GEOL 203 (5, 3)","Igneous and Metamorphic Rocks","W","1:40 PM - 4:30 PM","Longpre, Marc-Antoine","SB E231","8","16","In-Person",
"1","29206","GEOL 210 (3, 3)","Water Res &amp; Conserv","M, W","1:40 PM - 2:55 PM","Blanford, William","SB D135","14","20","In-Person",
"1","29206","GEOL 210 (3, 3)","Water Res &amp; Conserv","M, W","1:40 PM - 2:55 PM","Stewart, Gillian","SB D135","14","20","In-Person",
"1","27699","GEOL 214 (5, 3)","Faults, Folds, and Tectonics","T","10:05 AM - 11:55 AM","Val, Pedro","SB E231","5","18","In-Person",
"1","27699","GEOL 214 (5, 3)","Faults, Folds, and Tectonics","T","1:40 PM - 4:30 PM",", ","SB A135A","5","18","In-Person",
"1","27699","GEOL 214 (5, 3)","Faults, Folds, and Tectonics","T","1:40 PM - 4:30 PM","Val, Pedro","SB E231","5","18","In-Person",
"1","29109","GEOL 333 (3, 3)","Geophysics","W","4:35 PM - 7:05 PM","Soule, Dax","SB D135","3","8","In-Person",
"1","29109","GEOL 333 (3, 3)","Geophysics","W","4:35 PM - 7:05 PM",", ","SB E227","3","8","In-Person",
"1","27502","GEOL 363 (5, 3)","GIS in Geoscience","TH","9:10 AM - 12:00 PM","Lesnek, Alia","SB D135","15","15","In-Person",
"1","27502","GEOL 363 (5, 3)","GIS in Geoscience","T","10:05 AM - 11:55 AM","Lesnek, Alia","SB D135","15","15","In-Person",
"1","27502","GEOL 363 (5, 3)","GIS in Geoscience","TH","9:10 AM - 12:00 PM",", ","SB E227","15","15","In-Person",
"1","29146","GEOL 370 (3, 3)","Biogeochemistry","M","5:00 PM - 7:50 PM","Greenfield, Dianne","SB D135","3","9","In-Person",
"1","28798","GEOL 383 (3, 3)","Special Topics in Geology","M, W","9:15 AM - 10:30 AM","Mchugh, Cecilia","SB D237","9","12","In-Person",
"1","28798","GEOL 383 (3, 3)","Special Topics in Geology","M, W","9:15 AM - 10:30 AM",", ","SB A135A","9","12","In-Person",
"1","33661","GEOL 391 (1, 1)","Special Problems","W","12:15 PM - 1:30 PM","Stewart, Gillian","SB C207","1","5","In-Person",
"1","53988","GEOL 393 (3, 3)","Special Problems","&nbsp;"," - ","Mchugh, Cecilia"," ","1","1","In-Person",
"1","40295","GEOL 714 (3, 3)","Geophysics","W","4:35 PM - 7:05 PM","Soule, Dax","SB D135","7","10","In-Person",
"1","40295","GEOL 714 (3, 3)","Geophysics","W","4:35 PM - 7:05 PM",", ","SB E227","7","10","In-Person",
"1","28797","GEOL 747 (3, 3)","Coastal and Estuarine Geology","M, W","9:15 AM - 10:30 AM","Mchugh, Cecilia","SB D237","2","6","In-Person",
"1","28797","GEOL 747 (3, 3)","Coastal and Estuarine Geology","M, W","9:15 AM - 10:30 AM",", ","SB A135A","2","6","In-Person",
"1","28275","GEOL 763 (3, 3)","Info Sys &amp; Mapping","TH","9:10 AM - 12:00 PM","Lesnek, Alia","SB D135","0","5","In-Person",
"1","28275","GEOL 763 (3, 3)","Info Sys &amp; Mapping","T","10:05 AM - 11:55 AM","Lesnek, Alia","SB D135","0","5","In-Person",
"1","28275","GEOL 763 (3, 3)","Info Sys &amp; Mapping","TH","9:10 AM - 12:00 PM",", ","SB E227","0","5","In-Person",
"1","27663","GEOL 7886 (6, 6)","Cooperative Educ Placement","&nbsp;"," - ","Bracco, Jacquelyn"," ","0","5","In-Person",
"1","29205","GEOL 7991 (1, 1)","Vt: Special Topics","W","12:15 PM - 1:30 PM","Stewart, Gillian","SB C207","2","5","In-Person",
"1","28274","GEOL 7993 (3, 3)","Vt:Special Topics in Geology","M","5:00 PM - 7:50 PM","Greenfield, Dianne","SB D135","5","10","In-Person",
"002","33733","GERM 045W (3, 3)","German Cultures and Thought","T, TH","5:00 PM - 6:15 PM","Reichert, Juergen","OL 01","6","25","Online Sync",
"004","29118","GERM 111 (4, 4)","Elementary German I","M, W","6:55 PM - 8:35 PM","Skwara, Gabriella","OL 01","7","25","Online Sync",
"003","29119","GERM 111 (4, 4)","Elementary German I","M, W","5:00 PM - 6:40 PM","Skwara, Gabriella","OL 01","9","25","Online Sync",
"001","29086","GERM 111 (4, 4)","Elementary German I","T, TH","2:15 PM - 4:05 PM","Reichert, Juergen","OL 01","6","25","Online Sync",
"002","29687","GRKMD 041W (3, 3)","Mod Greek Lit Trans","T, TH","1:40 PM - 2:55 PM","Katsan, Gerasimus","QH 320","1","25","In-Person",
"001","28750","GRKMD 041W (3, 3)","Mod Greek Lit Trans","M, W","10:45 AM - 12:00 PM","Afentouli, Despoina","QH 320","3","25","In-Person",
"001","28749","GRKMD 100 (3, 3)","Modern Greek Culture &amp; Thought","M, W","9:15 AM - 10:30 AM","Afentouli, Despoina","QH 320","4","15","In-Person",
"001","28643","GRKMD 111 (4, 4)","Elementary Modern Greek I","T, TH","10:05 AM - 11:55 AM","Glava, Ioanna","QH 245G","5","25","In-Person",
"001","28646","GRKMD 112 (4, 4)","Elementary Modern Greek II","T, TH","10:05 AM - 11:55 AM","Katsan, Gerasimus","QH 182","5","20","In-Person",
"001","28649","GRKMD 335 (3, 3)","Studies in Modern Greek Lit","T, TH","3:10 PM - 4:25 PM","Katsan, Gerasimus","QH 181","3","20","In-Person",
"001","31624","GRKST 100 (3, 3)","Mod Grk Culture &amp; Civ","M, W","9:15 AM - 10:30 AM","Afentouli, Despoina","QH 320","2","25","In-Person",
"02","28881","HEBRW 150 (3, 3)","Mod Heb Lit In Trans","M, W","9:15 AM - 10:30 AM","Zimerman, Nourit","QH 270F","4","25","In-Person",
"01","28882","HEBRW 150 (3, 3)","Mod Heb Lit In Trans","M, W","10:45 AM - 12:00 PM","Zimerman, Nourit","QH 270F","5","25","In-Person",
"01","28909","HEBRW 190 (3, 3)","Culture, Art, and Literature","T","9:15 AM - 10:30 AM","Beck, Kirsten","OL 01","12","12","Online Sync",
"02","28908","HEBRW 190 (3, 3)","Culture, Art, and Literature","TH","10:45 AM - 12:00 PM","Nir, Oded","OL 01","12","12","Online Sync",
"01","28909","HEBRW 190 (3, 3)","Culture, Art, and Literature","TH","9:15 AM - 10:30 AM","Nir, Oded","OL 01","12","12","Online Sync",
"02","28908","HEBRW 190 (3, 3)","Culture, Art, and Literature","T","10:45 AM - 12:00 PM","Beck, Kirsten","OL 01","12","12","Online Sync",
"01","28907","HEBRW 358 (3, 3)","The Modern Hebrew Media","TH","1:40 PM - 4:30 PM","Nir, Oded","QH 270F","4","20","In-Person",
"004","28683","HIST 101 (3, 3)","Early Modern Europe, 1500-1815","T, TH","3:10 PM - 4:25 PM","Wells, Carey","PH 108","0","35","In-Person",
"001","28578","HIST 101 (3, 3)","Early Modern Europe, 1500-1815","T, TH","10:45 AM - 12:00 PM","Billado-Lotson, Tracey","PH 157","11","35","In-Person",
"003","28577","HIST 101 (3, 3)","Early Modern Europe, 1500-1815","T, TH","12:15 PM - 1:30 PM","Billado-Lotson, Tracey","PH 108","13","35","In-Person",
"006","29557","HIST 101 (3, 3)","Early Modern Europe, 1500-1815","S","9:10 AM - 12:00 PM","Bostwick, Margaret","OL 01","31","35","Online Sync",
"007","29558","HIST 101 (3, 3)","Early Modern Europe, 1500-1815","&nbsp;"," - ","Wolfe, Michael","OL 02","25","35","Online Async",
"006","28778","HIST 102 (3, 3)","Modern Europe, 1815 to the Pre","M, W","9:15 AM - 10:30 AM","Bloch, Irit","PH 157","8","23","In-Person",
"002","29556","HIST 102 (3, 3)","Modern Europe, 1815 to the Pre","M, W","1:40 PM - 2:55 PM","Cartolano, Joseph","OL 01","3","35","Online Sync",
"003","29555","HIST 102 (3, 3)","Modern Europe, 1815 to the Pre","TH","6:30 PM - 9:20 PM","Haller, Stephen","OL 01","35","35","Online Sync",
"004","29554","HIST 102 (3, 3)","Modern Europe, 1815 to the Pre","&nbsp;"," - ","Freundschuh, Aaron","OL 02","35","35","Online Async",
"007","28576","HIST 102 (3, 3)","Modern Europe, 1815 to the Pre","T, TH","9:15 AM - 10:30 AM","Bloch, Irit","PH 157","0","25","In-Person",
"005","29553","HIST 103 (3, 3)","American History, 1607-1865","M, W","3:10 PM - 4:25 PM","Cartolano, Joseph","OL 01","9","35","Online Sync",
"004","28783","HIST 103 (3, 3)","American History, 1607-1865","M, W","10:45 AM - 12:00 PM",", ","PH 108","3","35","In-Person",
"008","28782","HIST 103 (3, 3)","American History, 1607-1865","M, W","9:15 AM - 10:30 AM","Tilitz, Thomas","PH 108","4","35","In-Person",
"003","28663","HIST 103 (3, 3)","American History, 1607-1865","T, TH","10:45 AM - 12:00 PM","Tavarez Simo, Fidel","PH 156","5","35","In-Person",
"007","28684","HIST 103 (3, 3)","American History, 1607-1865","T, TH","7:45 AM - 9:00 AM","Osborn, David","PH 108","13","35","In-Person",
"001","28685","HIST 103 (3, 3)","American History, 1607-1865","T, TH","1:40 PM - 2:55 PM","Manson, Douglas","PH 108","2","35","In-Person",
"002","28734","HIST 103 (3, 3)","American History, 1607-1865","M, W","1:40 PM - 2:55 PM","Rosenbloom, Seth","PH 108","14","35","In-Person",
